propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,district,neighborhood,parkingSpace,labels
98543609,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/bc/09/1017872459.jpg,W-02PZRI,20,,1950.0,chalet,rent,150.0,False,3,1,Plaza Num 3,València,Manises,es,39.51495,-0.51656,False,https://www.idealista.com/inmueble/98543609/,"Precioso chalet en la zona de La Presa, Manises Precioso chalet en la zona de La Presa (Manises). Más de 1500m2 de propiedad, con piscina, ducha exterior, zonas de descanso, paellero con brasas, área para niños, huerto ecológico, jardín, enorme patio y terraza, salón, cocina, despensa, comedor, chimenea, aire acondicionado, 3 habitaciones, 1.5 baños, estanque y zona para aparcar. Con muy buena localización: - 5 minutos andando a la estación de metro -15 minutos en tren hasta el centro de Valencia -20 minutos en coche hasta el centro de Valencia  - 5 minutos del aeropuerto de Manises - 5 minutos de Lidl, Mercadona, Consum, zona de restaurantes, etc. - 10 minutos de centros comerciales. Espacio exterior para 3-4 coches. No dispone de enchufe en el jardín para recargar un coche eléctrico, pero se puede conectar a la electricidad de la casa con un alargador. Esta estupenda propiedad se encuentra en ''Manises'' a tan sólo doce minutos de ''Valencia'', Manises es una de la ciudades mejor comunicadas del área metropolitana y es internacionalmente conocida por ubicarse en ella el aeropuerto. Por su gran núcleo de población, cuenta con servicios propios de una gran ciudad como son el Hospital de Manises, institutos, colegios, supermercados y una gran oferta hostelera y de ocio, entre ella cabe destacar un campo de golf y club de tenis El Collao. La llamada cuna de la cerámica debe su nombre a la gran tradición que posee en la artesanía del azulejo y especialmente el reflejo metálico. Un paseo por el centro histórico hace recrearse en este arte con sólo contemplar sus fachadas. La vivienda está ubicada en la zona urbanizada de La Cova, en un entorno natural a cuyas espaldas se encuentra el parque fluvial del Turia.",False,good,False,,13.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'La Presa - Collado - La Malla, Manises', 'title': 'Casa independiente en Plaza Num 3'}",False,False,False,False,False,False,La Presa - Collado - La Malla,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98523293,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/85/26/1018163203.jpg,W-02PYV2,33,2,1800.0,flat,rent,103.0,True,2,1,Calle dels Sapadors,València,València,es,39.454699,-0.3681656,False,https://www.idealista.com/inmueble/98523293/,"Elegante piso con estilo para corta estancia Reformada y muy elegante vivienda, situado en Monteolivete, unos minutos a Ruzafa. Disponible para corta estancia. La propiedad está distribuida en dos dormitorios, un baño moderno y decorado con estilo, salón comedor muy luminoso y las balcones exteriores, aire acondicionado tipo split. También dispone de una cocina moderna y reformada equipada con todos los electrodomésticos. Vivienda totalmente amueblada y lista para entrar y vivir. Llámenos para verla, estaremos encantados de atenderle. Monteolivete es un barrio ubicado entre la Ciudad de las Artes y las Ciencias y el Eixample. La ubicación de la vivienda permite llegar en pocos minutos a los Jardines del río Turia. Barrio tranquilo dotado de todos los servicios necesarios para el día a día. no dude en ponerse en contacto con nosotros para visitarlo, estaremos encantados de atenderle.",False,good,False,True,17.0,{'typology': 'flat'},"{'subtitle': 'Mont-Olivet, València', 'title': 'Piso en Calle dels Sapadors'}",False,False,False,False,False,False,Quatre Carreres,Mont-Olivet,,
98519791,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/51/50/1018162628.jpg,W-02PXDZ,29,4,1500.0,penthouse,rent,61.0,True,1,1,Calle de la Sabateria dels Xiquets,València,València,es,39.4752734,-0.3760731,False,https://www.idealista.com/inmueble/98519791/,"Luminoso ático con terraza para corta estancia Luminoso ático con encanto para corta estancia en el barrio medieval de ""Ciutat Vella"". La vivienda está compuesta por un dormitorio, un baño completo, salón-comedor luminoso con acceso a terraza acogedora. Perfecto para las noches de verano y para tomar el sol. También dispone de una cocina equipada con todos los electrodomésticos. Vivienda totalmente amueblada, lista para entrar y vivir. Esta vivienda con encanto dispone de todas las características que hacen de ella una joya en el centro de la ciudad para disfrutar de la vida del Carmen. Llámenos para verla, estaremos encantados de atenderle. Este fantástico apartamento se encuentra al lado de la Plaza de la Reina, Plaza de la Virgen y del Mercado Central. Muy cercano al centro histórico de la ciudad y solo a unos minutos del barrio del Carmen, conocido por su vida bohemia. La zona posee todo tipo de servicios sociales y comerciales.",False,good,False,True,25.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'La Seu, València', 'title': 'Ático en Calle de la Sabateria dels Xiquets'}",False,False,False,False,False,False,Ciutat Vella,La Seu,,
98517543,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/68/ce/0b/1018162066.jpg,W-02PYZU,15,2,1600.0,flat,rent,110.0,True,2,2,Calle de Dénia,València,València,es,39.4612813,-0.3780297,False,https://www.idealista.com/inmueble/98517543/,"Fabuloso piso en Ruzafa Fabuloso piso de recién reformado con excelente diseño, la vivienda cuenta con todas comodidades y se distribuye en un amplio salón comedor con salida al balcón. Cocina completamente equipada, dispone de 2 dormitorios, 2 baños completos y un office. El dormitorio principal con cama doble, vestidor y baño completo. Un segundo dormitorio. Un office y otro baño completo, esta luminosa vivienda tiene techos altos, detalle de diseño típico de la zona. Se sitúa en uno de los barrios más demandados y de moda de Valencia. Se encuentra a poca distancia del Parque Central, Mercado de Ruzafa y de la Gran Via Marques del Turia. El barrio de Ruzafa cuenta con todo tipo de servicios, muchos restaurantes, tiendas de moda, colegios y facilidades de transporte público y se encuentra cercano al centro de la ciudad. para entrar a vivir, no dude en contactar con nosotros para verla. Estaremos encantados de atenderle.",False,good,False,True,15.0,{'typology': 'flat'},"{'subtitle': 'Russafa, València', 'title': 'Piso en Calle de Dénia'}",False,False,False,False,False,False,L'Eixample,Russafa,,
98514431,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/55/32/1018158799.jpg,W-02PXY3,41,6,1600.0,flat,rent,116.0,True,3,2,Plaza dels Pinazos,València,València,es,39.471291,-0.3723148,False,https://www.idealista.com/inmueble/98514431/,"Vivienda reformada en San Francesc Presentamos está fantástica vivienda ubicada junto a la calle Colon en la sexta planta de un edificio con conserje. La vivienda se distribuye en un amplio salón comedor, tres dormitorios y dos cuartos de baño. La vivienda ha sido recientemente reformada y cuenta con suelo de parque y aire acondicionado por Split. La cocina está totalmente equipada. Se alquila sin amueblar. Si está interesado no dude en contactarnos, estaremos encantados de atenderle. La mejor forma de conocer una ciudad es vivir en ella, poder olvidarse del coche y disfrutar de uno de los barrios del Ensanche con mayor demanda, Pla del Remei. Es uno de los barrios más exclusivos de Valencia y destaca por la gran cantidad de edificios nobles residenciales de principios de Siglo, así como por sus fachadas clásicas elaboradas con gran detalle, escaparate vivo de los diferentes estilos arquitectónicos de la ciudad, muchas de ellas mezclan elementos de diferentes estilos, lo que dota al barrio de una imagen ecléctica, señorial y modernista. Ubicado en el centro de la ciudad, contiene lujosas zonas comerciales y espectaculares lugares de ocio como el Mercado de Colón.",False,good,False,True,14.0,{'typology': 'flat'},"{'subtitle': 'Sant Francesc, València', 'title': 'Piso en Plaza dels Pinazos'}",False,False,False,False,False,False,Ciutat Vella,Sant Francesc,,
98507114,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/3f/ea/1014698395.jpg,W-02PMSG,47,,2500.0,chalet,rent,690.0,False,5,3,Calle del Sagrari,València,Manises,es,39.4901041,-0.4560454,False,https://www.idealista.com/inmueble/98507114/,"Chalet en Manises para corta estancia Chalet amplio para corta estancia. Jardín y piscina privada. Consta de 5 habitaciones y 3 baños, 2 salones, 2 cocinas y 3 porches. Aire acondicionado. Paellera. Chimenea. Todo distribuido en 3 plantas. Plaza de garaje y trastero incluidos en el precio. Se admiten mascotas y la calefacción individual es por Bomba frío /calor.  No dudes en contactar con nosotros, estaremos encantados de atenderte. La finca se encuentra en la urbanización El Collao. Se trata de una urbanización tranquila de chalets en el término municipal de Manises. A tan solo 10 Kilómetros de Valencia y a escasos 100 metros de parada de metro. El aeropuerto está a 3 kilómetros. Parada de metro directa a la playa de la Malvarrosa pasando por el centro de Valencia.",False,good,False,,4.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Centro Ciudad, Manises', 'title': 'Casa independiente en Calle del Sagrari'}",False,False,False,False,False,False,Centro Ciudad,,,
98485878,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/1e/50/1018152115.jpg,W-02PXVR,44,13,1650.0,flat,rent,176.0,True,3,2,Avenida del Primat Reig,València,València,es,39.4790053,-0.3549422,False,https://www.idealista.com/inmueble/98485878/,"Piso amplio en Benimaclet Engel&Volkers presenta en la zona de Benimaclet, muy cerca al estadio de Mestalla esta señorial vivienda que destaca por su amplitud y luminosidad. Está en una planta 13 y cuenta con 176 m2 que están distribuidos en un confortable salón comedor y balcón con orientación sur y vistas despejadas al mar, dispone de 3 habitaciones dobles una de ella en suites, 2 baños completos; la cocina se entrega completamente equipada, es cómoda e independiente, en el comedor se dejan una mesa con sillas, ventanales al ras del suelo, aire acondicionado por conductos y radiadores a gas. La propiedad se entrega sin amueblar. Es una vivienda no apta para estudiantes, se aceptan mascotas. Muy buena comunicación de transporte público hacia las distintas zonas de la ciudad. El edificio dispone de 4 ascensores y conserje. Contiene todas las comodidades necesarias para vivir y desarrollar las actividades en la ciudad. Llámenos para verla, estaremos encantados de atenderle. Parking opcional en la misma finca. La vivienda está ubicada en la mejor zona del barrio de Benimaclet, muy próximo a universidades, playas, centro de la ciudad, al Jardín de Viveros, las universidades, el puerto y las playas, así como al Hospital Clínico y al Estadio de Mestalla. Rodeado de todo tipo de servicios en sus proximidades: restaurantes, cafeterías, tranvía, autobús, y con fácil acceso al transporte público: metro, tranvía y autobús, la V-21 de circunvalación y a la autopista del mediterráneo A-7.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'Benimaclet, València', 'title': 'Piso en Avenida del Primat Reig'}",False,False,False,False,False,False,Benimaclet,Benimaclet,,
98481812,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/79/c2/1018149814.jpg,W-02NUOA,43,5,2300.0,flat,rent,177.0,True,5,3,Calle de Russafa,València,València,es,39.4666259,-0.3749498,False,https://www.idealista.com/inmueble/98481812/,"Amplia vivienda reformada en Ruzafa Amplia vivienda de 177 metros cuadrados, ubicada en una quinta planta del edificio. La vivienda se distribuye en un recibidor que da paso a uno de los dormitorios de gran tamaño y con un ventanal a la calle Ruzafa, nos encontramos también con un aseo de cortesía para dar servicio a invitados. A continuación pasamos al amplio salón comedor con ventanas también a calle ruzafa y la cocina abierta totalmente equipada. El lavadero es independiente de la cocina. En la zona de noche nos encontramos con 4 dormitorios y dos cuartos de baño, uno de ellos en suite. La vivienda cuenta con calefacción de gas y maquinas de aire acondicionado por Split. Además el precio incluye una plaza de aparcamiento en el mismo edificio. Si está interesado en la propiedad no dude en contactarnos. El Ensanche es uno de los barrios más solicitados hoy en día por encontrarse en el centro mismo de la ciudad, por la belleza de muchos de los edificios que en él se encuentran, porque ha sido objeto de importantes proyectos de rehabilitación y por ubicarse en la zona el Mercado de Colón. Encontramos las mejores tiendas y los mejores servicios, incluyendo también colegios. Es una zona perfecta para quien busca clase y estilo.",False,renew,False,True,13.0,{'typology': 'flat'},"{'subtitle': 'Russafa, València', 'title': 'Piso en Calle de Russafa'}",False,False,False,False,False,False,L'Eixample,Russafa,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98481411,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/da/1d/1018144596.jpg,W-02PVJ9,56,,2000.0,chalet,rent,254.0,False,5,3,Urbanización Mas Camarena,València,Paterna,es,39.556669,-0.4665687,False,https://www.idealista.com/inmueble/98481411/,"Preciosa vivienda para CORTA ESTANCIA ALQUILER POR MESES (no disponible Julio y Agosto). Esta preciosa vivienda cuenta con cinco habitaciones, tres con cama doble y dos con cama individual. Hay 3 baños completos. El salón es amplio y muy luminoso, tiene una chimenea que funciona perfectamente, pero la vivienda también posee calefacción a gas por radiadores. La cocina está equipada con todos los electrodomésticos necesarios para vivir, incluyendo lavavajillas y microondas. Hay armarios empotrados con mucho espacio de almacenaje y muchas ventanas y mucha luz en todo el piso. El residencial tiene piscina y portero. Hay una plaza de garaje cubierta. Si te gusta, no pierdas esta oportunidad. Llámenos para verlo, estaremos encantados de atenderte. En el ressidencial La Arbolera, en Bétera. Es una zona elegante, ya que la totalidad de sus viviendas son de reciente construcción. Tiene cada vez más servicios porque se consolida como una de las mejores áreas de los alrededores Valencia. Tiene supermercado, cafeterías, peluquería, y han empezado las obras de una nueva zona de servicios. Además tiene autobús que comunica con el metro y con el centro de Valencia. Además, tiene un hotel de cuatro estrellas, una gasolinera, y las poblaciones de Bétera y de San Antonio al lado para completar los servicios que en ella no encontramos. En definitiva la convierten en una de las zonas más interesantes para iniciar una nueva vida de calidad, a quince minutos del centro de Valencia y a diez minutos del aeropuerto, diez minutos. Además de la cercanía a colegios internacionales de prestigio.",False,good,False,,8.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Parc Tecnològic, Paterna', 'title': 'Chalet adosado en Urbanización Mas Camarena'}",False,False,False,False,False,False,Parc Tecnològic,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98472614,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/ed/da/1018137986.jpg,W-02PXBJ,38,4,2050.0,penthouse,rent,84.0,True,1,2,Calle del Pòpul,València,València,es,39.4713982,-0.3774622,False,https://www.idealista.com/inmueble/98472614/,"Ático para corta estancia en el centro ALQUILER DE CORTA ESTANCIA, PERIODO MAXIMO 6 MESES. Este fantástico ático dúplex esta formado por dos plantas, en la primera encontramos la cocina abierta al salón comedor y un cuarto de baño además de dos balcones. En la segunda está ubicada la suite de la vivienda formada por el dormitorio y un amplio cuarto de baño, además podemos acceder a una amplia terraza. El precio de la vivienda se incrementará con el IVA correspondiente e incluye los siguientes conceptos: suministros de agua, luz y wifi, conserjería, lavandería una vez por semana y servicio de limpieza una vez cada quince días. Si está interesado en visitar la vivienda no dude en contactarnos, estaremos encantados de atenderle. Esta vivienda está situada en un edificio histórico totalmente restaurado, ubicado en el corazón de la ciudad, a solo 50 metros del Mercado Central, justo al lado de la emblemática Lonja de la Seda y cerca de todos los puntos de interés. ubicada en Plaza Doctor Collado en el barrio de El Mercat de Ciutat Vella el distrito número 1 de la ciudad de Valencia (España). solía ser una antigua relojería desde 1900 y su espíritu aún sobrevive gracias al reloj de pared más antiguo de la ciudad, que es de gran interés cultural. El ambiente en la plaza es mágico con sus terrazas, músicos y gente paseando. Es una forma única de pasar sus vacaciones en el centro de Valencia. ¡Las imágenes hablan por sí mismas! El distrito limita al norte con La Zaidía, al este con El Pla del Real, al sudeste con Eixample y al sudoeste con Extramurs. Está compuesto por seis barrios: La Seu, La Xerea, El Carmen, El Pilar (antiguamente Velluters), El Mercat y Sant Francesc. Está delimitado por la muralla del siglo XIV, esto es, las calles de Colón, Játiva y Guillem de Castro, la margen derecha del río Turia desde esta calle hasta la calle de la Justicia, la Puerta del Mar y de nuevo, Colón. El barrio de El Mercat además de su alto interés histórico y cultural cuenta con todos los servicios públicos y privados para disfrutar de una agradable vida urbana; comercios, centros de salud, centros educativos, servicios profesionales y administraciones públicas. La conexión por transporte público o privado con el resto de la ciudad, las playas y el aeropuerto es perfecta.",False,good,False,True,24.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'El Mercat, València', 'title': 'Ático en Calle del Pòpul'}",False,False,False,False,False,False,Ciutat Vella,El Mercat,,
98472545,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/0c/34/1013408064.jpg,W-02PXBS,32,1,1650.0,flat,rent,70.0,True,1,2,barrio El Mercat,València,València,es,39.4720982,-0.3763622,False,https://www.idealista.com/inmueble/98472545/,"Estudio para corta estancia en el centro CONSULTAR DISPONIBILIDAD. ALQUILER DE CORTA ESTANCIA, PERIODO MÁXIMO 6 MESES. Este fantástico estudio se alquila completamente amueblado y consta de un espacio abierto en el que contamos con una cocina, salón y dormitorio independiente, cuenta con aire acondicionado por conductos y balcones al exterior. El precio de la vivienda se incrementará con el IVA correspondiente e incluye los siguientes conceptos: suministros de agua, luz y wifi, conserjería, lavandería una vez por semana y servicio de limpieza una vez cada quince días. Si está interesado en visitar la vivienda no dude en contactarnos, estaremos encantados de atenderle. Esta vivienda está situada en un edificio histórico totalmente restaurado, ubicado en el corazón de la ciudad, a solo 50 metros del Mercado Central, justo al lado de la emblemática Lonja de la Seda y cerca de todos los puntos de interés. ubicada en Plaza Doctor Collado en el barrio de El Mercat de Ciutat Vella el distrito número 1 de la ciudad de Valencia (España). solía ser una antigua relojería desde 1900 y su espíritu aún sobrevive gracias al reloj de pared más antiguo de la ciudad, que es de gran interés cultural. El ambiente en la plaza es mágico con sus terrazas, músicos y gente paseando. Es una forma única de pasar sus vacaciones en el centro de Valencia. ¡Las imágenes hablan por sí mismas! El distrito limita al norte con La Zaidía, al este con El Pla del Real, al sudeste con Eixample y al sudoeste con Extramurs. Está compuesto por seis barrios: La Seu, La Xerea, El Carmen, El Pilar (antiguamente Velluters), El Mercat y Sant Francesc. Está delimitado por la muralla del siglo XIV, esto es, las calles de Colón, Játiva y Guillem de Castro, la margen derecha del río Turia desde esta calle hasta la calle de la Justicia, la Puerta del Mar y de nuevo, Colón. El barrio de El Mercat además de su alto interés histórico y cultural cuenta con todos los servicios públicos y privados para disfrutar de una agradable vida urbana; comercios, centros de salud, centros educativos, servicios profesionales y administraciones públicas. La conexión por transporte público o privado con el resto de la ciudad, las playas y el aeropuerto es perfecta.",False,good,False,True,24.0,{'typology': 'flat'},"{'subtitle': 'El Mercat, València', 'title': 'Piso'}",False,False,False,False,False,False,Ciutat Vella,El Mercat,,
98449452,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/a5/13/1017973754.jpg,W-02PW6G,21,3,1600.0,flat,rent,60.0,True,1,1,Calle dels Cabillers,València,València,es,39.47394,-0.3758373,False,https://www.idealista.com/inmueble/98449452/,"Exclusivo apartamento para corta estancia Corta estancia. Este exclusivo apartamento a estrenar con calidades de primera totalmente amueblado y equipado con menaje está disponible para entrar a vivir. Dispone de aire acondicionado por conductos frío y calor con estancias independientes y se encuentra ubicado en el barrio de la Seu en un edificio totalmente remodelado con obras de arte contemporáneo nacionales e internacionales que hacen un edificio singular y único. Si está buscando una vivienda diferente para estancias cortas, mínimo un mes, máximo once meses, esta vivienda te está esperando. No dude en contactar con nosotros estaremos encantados de atenderle. Una ubicación privilegiada en una de las mejores calles de Ciutat Vella, a dos pasos de la Plaza de la Virgen y a 5 minutos andando del Mercado Central. Una zona llena de comercios, restaurantes, bares, supermercados con una amplia oferta cultural gracias a sus numerosos monumentos históricos. No dude en ponerse en contacto con nosotros, estaremos encantados de atenderle.",False,good,False,True,27.0,{'typology': 'flat'},"{'subtitle': 'La Seu, València', 'title': 'Piso en Calle dels Cabillers'}",False,False,False,False,False,False,Ciutat Vella,La Seu,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]"
98447570,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/10/73/1017972783.jpg,W-02PWW9,27,8,1600.0,flat,rent,72.0,True,1,1,Paseo Marítim de la Patacona,València,Alboraya,es,39.4877053,-0.3231021,False,https://www.idealista.com/inmueble/98447570/,"Fantástico ático con vista al mar y montaña Engel & Völkers les presenta este precioso apartamento ubicado cerca de la playa de La Patacona. El piso se ofrece a partir de Septiembre. Conforme entramos en la vivienda tenemos un pequeño recibidor con armarios que nos da acceso a todas las estancias del loft. El piso dispone de una habitación principal con acceso a un excelente y tranquilo balcon para disfrutar del buen clima de la ciudad. Al lado de habitacionon hay un cuarto de baño recién reformado. Y posteriormente, encontramos la cocina totalmente equipada y un luminoso salón comedor con acceso a balcon. Arriba hay terraza amplia con vista espectacular al mar y montaña. Complejo dispone de piscina y pistas de pádel. No dude en ponerse en contacto con Engel & Völkers para poder visitar este fantastico apartamento. La zona de La Patacona, situada en la localidad de Alboraya, se caracteriza por ser una de las playas más excepcionales de la capital del Turía. Desde la década de los 90, se ha convertido en una zona de carácter residencial donde predominan los apartamentos vacacionales y residenciales. La Patacona es la mejor opción para aquellos que desean ir a la playa sin desplazarse de Valencia, pero que prefieren un ambiente algo menos turístico y más alejado del bullicio de bares, restaurantes, pubs y las zonas de ocio del Paseo Marítimo. Se llega fácilmente en trasnporte público o incluso a pie, pues se encuentra nada más terminar la Playa de la Malvarrosa. Cerca hay supermercados, farmacia, gimnasio SUMA, hospital.",False,good,False,True,22.0,{'typology': 'flat'},"{'subtitle': 'La Patacona, Alboraya', 'title': 'Piso en Paseo Marítim de la Patacona'}",False,False,False,False,False,False,La Patacona,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98446330,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/4f/bd/1017965666.jpg,W-02PSPB,27,8,2300.0,flat,rent,85.0,True,1,1,Paseo Marítim de la Patacona,València,Alboraya,es,39.4877053,-0.3256021,False,https://www.idealista.com/inmueble/98446330/,"Fantástico ático para corta estancia Engel & Völkers les presenta este precioso y reformado apartamento ubicado cerca de la playa de La Patacona. El piso se ofrece para corta estancia, disponible para los meses de Septiembre, Octubre. Septiembre 2400 EURO, Octubre 2000 EURO. Conforme entramos en la vivienda tenemos un pequeño recibidor con armarios que nos da acceso a todas las estancias del loft. EL piso dispone de una habitación principal con acceso a un excelente y tranquilo balcon para disfrutar del buen clima de la ciudad. Al lado de habitacionon hay un cuarto de baño recién reformado. Y posteriormente, encontramos la cocina totalmente equipada y un luminoso salón comedor con acceso a balcon. Hay terraza amplia con vista espectacular al mar y montaña. Complejo dispone de piscina y pistas de padel. No dude en ponerse en contacto con Engel & Völkers para poder visitar este fantastico apartamento. La zona de La Patacona, situada en la localidad de Alboraya, se caracteriza por ser una de las playas más excepcionales de la capital del Turía. Desde la década de los 90, se ha convertido en una zona de carácter residencial donde predominan los apartamentos vacacionales y residenciales. La Patacona es la mejor opción para aquellos que desean ir a la playa sin desplazarse de Valencia, pero que prefieren un ambiente algo menos turístico y más alejado del bullicio de bares, restaurantes, pubs y las zonas de ocio del Paseo Marítimo. Se llega fácilmente en trasnporte público o incluso a pie, pues se encuentra nada más terminar la Playa de la Malvarrosa. Cerca hay supermercados, farmacia, gimnasio SUMA, hospital.",False,good,False,True,27.0,{'typology': 'flat'},"{'subtitle': 'La Patacona, Alboraya', 'title': 'Piso en Paseo Marítim de la Patacona'}",False,False,False,False,False,False,La Patacona,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98444357,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/6b/42/1017933310.jpg,W-02PVKQ,24,,2000.0,chalet,rent,150.0,False,2,1,Camino Travessada de la Tanca,València,Playa Puig,es,39.5759377,-0.2931448,False,https://www.idealista.com/inmueble/98444357/,"Magnífica masía en plena naturaleza Magnifica masia en plena naturaleza rodeada de naranjos y a 250 m de la playa de el Puig. Ideal para vivir todo el año y cumplir tus sueños cpn tus mascotas, caballos, deportes.. . No reflexiones, simplemente haz realidad tu sueño. Esta casa es muy práctica en su distribución. En la planta baja tienes la zona de día y noche, con salón amplio, cocina abierta; dos dormitorios y un cuarto de baño completo; vestidor, paellero exterior. Gran Terraza. Piscina. A/A frio y calor. La construcción está rodeada por un jardín de 8.000 m² con macizos de flores y árboles mandarinas y naranjos. A 7 min de Valencia ciudad y con todo tipo de servicios y comodidades. La casa situada en la urbanización Play Puig, cercana a Valencia y cerca de la playa. Un lugar de ensueño, rodeado de pinos, naturaleza y grandes espacios para conectar con la tranquilidad y el aire puro. Aproveche este momento para disfrutar de vivir en un magnífico chalet todo el año por la cercanía de los prestigiosos colegios bilingües de la zona.",False,good,False,,13.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Playa Puig', 'title': 'Casa independiente en Camino Travessada de la Tanca'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98417472,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/66/54/1011520037.jpg,W-02PSJU,13,5,1100.0,flat,rent,116.0,True,3,2,País Valenciá,València,Mislata,es,39.4767442,-0.4249673,False,https://www.idealista.com/inmueble/98417472/,"Piso con terraza y áreas comunes en Mislata Le presentamos esta excelente oportunidad. Propiedad sin amueblar, con electrodomésticos de cocina, y con una distribución muy cómoda. Al ingresar a la propiedad, el hall de entrada nos conduce al salón comedor con terraza, que ofrece gran luminosidad a la vivienda. La propiedad cuenta con amplia cocona equipada, 3 amplias habitaciones y dos cuartos de baño, uno de ellos en suite. Tiene aire acondicionado frío/calor y una plaza de garaje incluida en el precio, junto frente al ascensor. La finca cuenta con una zona común bastante amplia, con jardines, parque infantil y áre para jugar al futbolito. Si esta propiedad es lo que busca contáctenos. Con gusto le atenderemos. Esta propiedad se encuentra a pocos minutos andando de la estación de metro y de variedad de servicios en pleno corazón de Mislata. Mislata es un municipio de la Comunidad Valenciana, situado en la provincia de Valencia. Al mismo tiempo, se trata de un vecindario familiar y tranquilo y excelentemente equipado con todo tipo de establecimientos y servicios, tales como supermercados, colegios, farmacias, restaurantes y cafés, centros de estética y de idiomas, papelerías, librerías, perfumerías, estación de Metro y Centro de Salud. La propiedad se encuentra a escasos 10 minutos aeropuerto y del Parque de Cabecera, amplio pulmón natural con el que cuenta la ciudad, y a unos 14 minutos de la estación de tren, por lo que su ubicación es sumamente estratégica.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'País Valenciá, Mislata', 'title': 'Piso'}",False,False,False,False,False,False,País Valenciá,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
98616112,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/40/eb/1018164856.jpg,y2103121s-dana1,9,bj,450.0,flat,rent,60.0,False,2,1,"Paseo neptuno, 100",València,Daimus,es,38.9814952,-0.1471832,True,https://www.idealista.com/inmueble/98616112/,"Inmobiliaria Soluciones os presenta en alquiler maravilloso piso de dos habitaciones, un baño, cocina office equipada con electrodomesticos, piso esta recien pintado, amueblado, salon comedor, entrada independiente con propio asceso, situado en la primera linea de la playa de Gandia de paseo Neptuno 100. Alquiler del piso es para largo tiempo duracion un año. Se requiere documentacion nominas contrato de trabajo en España un mes de fianza mes corriente mes de la agencia. Para hacer las visitas o mas informacion llamar por telefono 666075757.",False,good,False,False,8.0,{'typology': 'flat'},"{'subtitle': 'Daimus', 'title': 'Piso en Paseo neptuno, 100'}",False,False,False,False,False,False,,,,
