propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,district,neighborhood,labels,newDevelopmentFinished
95751497,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/1b/40/998383899.jpg,W-02NAZW,26,8,3500.0,penthouse,rent,124.0,True,2,1,Avenida Vicent Blasco Ibañez,València,Alboraya,es,39.4907954,-0.3262033,False,https://www.idealista.com/inmueble/95751497/,"Espectacular ático para corta estancia Espectacular ático dúplex de Corta Estancia. LOS PRECIOS CAMBIAN SEGUN EL MES: JUNIO 4.300, JULIO 5.400, Agosto 5800, Septiembre 4300. Cuenta con dos habitaciones de doble cama, un salón comedor, un baño, una cocina y dos terrazas. Una de las terrazas se encuentra en la planta principal y la segunda arriba, ocupando toda la área del apartamento (total 70m2). El salón es amplio y muy luminoso. La cocina esta equipada con todos los electrodomésticos necesarios para vivir. La vivienda también tiene aire acondicionado y armarios empotrados con bastante espacio de almacenaje. En el residencial podrás disfrutar de la piscina y pista de padel. El edificio tiene ascensor y portero. Llámenos para verlo, estaremos encantados de atenderle. TODOS LOS GASTOS ESTÁN INCLUIDOS EN EL PRECIO. La playa de La Patacona es la playa perfecta para familias y gente joven. Tiene una longitud de aproximadamente 1 km. y su paseo está repleto de bares y restaurantes. Todos los edificios de la zona son de reciente construcción y el barrio es de los más valorados de Valencia. Además, dispone de todo tipo de servicios para vivir cómodamente durante todo el año: servicios médicos, farmacias, comercios, horchaterías, transporte público, etc.",False,good,False,True,,28.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'La Patacona, Alboraya', 'title': 'Ático en Avenida Vicent Blasco Ibañez'}",False,False,False,False,False,La Patacona,,"[{'name': 'luxuryType', 'text': 'Lujo'}]",
95668208,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/02/80/998376766.jpg,W-02N82P,14,2,2500.0,penthouse,rent,100.0,True,3,1,barrio El Cabanyal-El Canyamelar,València,València,es,39.4683041,-0.3317934,False,https://www.idealista.com/inmueble/95668208/,"Ático de corta estancia junto a la playa Estupenda vivienda reformada en edificio de dos plantas recientemente rehabilitada en el centro del Cabanyal a 500 metros de la playa. Éste ático se ha rehabilitado con materiales de máxima calidad de manera de recuperar sus detalles históricos que la distinguen, tales como sus puertas de madera, las vigas originarias y el suelo hidráulico, incluido el original nolla, un mosaico de los años '20 de gran valor.  Esta propiedad, cuenta con tres habitaciones, un amplio y funcional comedor/cocina, baño, balcón y uno de sus puntos más fuertes cual es una confortable terraza que le permitirá disfrutar en encantadores atardeceres. La vivienda se encuentra completamente amueblada y equipada con todo lo necesario, calefacción individual con un sistema innovador y aire acondicionado. No dude en consultarnos, para concertar visitas a éste encantador ático. Situado en el corazón del Cabanyal y totalmente comunicado mediante servicios de metro, tranvía, autobús y taxi. También está muy cerca del puerto de Valencia, con su terminal de cruceros y la estación de tren de Cabanyal. En la misma calle se pueden encontrar todo tipo de servicios; supermercados, tiendas de ropa, zapaterías, servicios profesionales (abogados, notarios, arquitectos, etc. ). A pocos minutos andando se encuentra el Polideportivo Municipal. Caminando puedes llegar a la playa en menos de cinco minutos y disfrutar del mar y de los servicios que allí se encuentran; restaurantes, hoteles, lugares de entretenimiento. Un lugar perfecto para disfrutar de un barrio tradicional.",False,good,False,False,,25.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Ático'}",False,False,False,False,False,Poblats Marítims,El Cabanyal-El Canyamelar,,
95432631,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/6f/58/998368677.jpg,W-02MRX9,2,bj,1500.0,flat,rent,50.0,True,1,1,barrio El Cabanyal-El Canyamelar,València,València,es,39.4727221,-0.3305752,False,https://www.idealista.com/inmueble/95432631/,"Apartamento de diseño en El Cabañal En una de las zonas más vanguardistas de la ciudad de Valencia, encontramos este magnífico apartamento de reciente construcción. Cuenta con equipamiento completo y una exclusiva decoración para una agradable inolvidable estancia cercana al mar, junto con una de las mayores ofertas de ocio y gastronomía de la ciudad. Un baño completo, cocina totalmente equipada con electrodomésticos. Cuenta con dos balcones con orientación este, perfectos para disfrutar todo el año. No dude en contactarnos para organizar una visita, estaremos encantados de atenderle. La zona de El Cabañal, recientemente renovada, está situada junto a la playa de la Malvarrosa, ya que antes eran todas casas tradicionales de pescadores. Hoy en día, cuenta con un agradable paseo marítimo, una playa muy tranquila de arena blanca y todo tipo de instalaciones de ocio, como restaurantes, bares, tiendas, supermercados, etc. Está muy bien comunicada por autobús o tranvía con el centro de la ciudad. Una oportunidad única para establecer su hogar en un lugar cercano a la playa con todos los servicios necesarios.",False,good,False,False,,30.0,{'typology': 'flat'},"{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Piso'}",False,False,False,False,False,Poblats Marítims,El Cabanyal-El Canyamelar,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
94441024,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/8b/4f/998338838.jpg,W-02M7FU,8,1,2500.0,flat,rent,65.0,True,2,1,Playa de Puçol,València,Puçol,es,39.6060975,-0.2662531,False,https://www.idealista.com/inmueble/94441024/,"Apartamento en Playa de Puzol corta estancia Corta estancia. AGOSTO DISPONIBLE. A 300m del mar nos encontramos con este apartamento luminoso y exterior. Entramos en la vivienda a través de un recibidor. A la derecha nos encontramos con un salón luminoso con acceso a la cocina y una amplia terraza amueblada con vistas despejadas. A la izquierda nos encontramos con dos dormitorios, el principal con salida a una pequeña terraza. La vivienda consta de un baño completo con ducha. Estamos frente a una vivienda única, perfecta para descansar y disfrutar de la temporada de verano en una de las mejores playas de la Comunidad Valencia. La playa de Puzol es una de las mejores playas de la Comunidad Valenciana. A tan sólo 20 minutos de Valencia y a 25 minutos del aeropuerto, está conectada con el pueblo de Puzol por coche, bus y por senda peatonal y de bicicleta. La Playa de Puzol es amplia, cuenta con más de tres kilómetros de extensión y se caracteriza por ser una playa familiar que dispone de un largo paseo marítimo por el cual encontramos una gran oferta gastronómica, además de juegos infantiles y acceso para personas con movilidad reducida. La existencia de más de cinco escolleras facilita la práctica de pesca deportiva. En su límite norte se ubica la Marjal dels Moros, una zona protegida característica por su fauna acuática: un reducto de lo que fueron las zonas costeras de la Comunidad Valenciana en el pasado. El área es también zona de especial protección para las aves (ZEPA) atendiendo a las directivas europeas de conservación de fauna.",False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",38.0,{'typology': 'flat'},"{'subtitle': 'Playa de Puçol, Puçol', 'title': 'Piso'}",False,False,False,False,False,Playa de Puçol,,,
94288726,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/d5/07/998383655.jpg,W-02M59Z,26,3,2500.0,flat,rent,110.0,True,2,2,barrio Sant Francesc,València,València,es,39.4719438,-0.3758328,False,https://www.idealista.com/inmueble/94288726/,"Estupenda vivienda reformada en el centro Espectacular vivienda completamente reformada ubicada en una tercera planta de un edificio con ascensor. La vivienda esta compuesta por un amplio salón comedor con ventanales a la calle, cocina completamente equipada con electrodomésticos de primeras marcas, dos dormitorios y dos cuartos de baño completos. La vivienda se alquila con mobiliario de diseño. Además cuenta con aire acondicionado y calefacción por radiadores de gas. Si está interesado en visitarla no dude en ponerse en contacto con nosotros, estaremos encantados de atenderle. En el corazón de una de las zonas más lujosas de la ciudad: La Milla de Oro de Valencia; esta gran propiedad se encuentra rodeada de las firmas más exclusivas de moda a nivel mundial. A pocos pasos del Ayuntamiento, de las principales zonas comerciales y de ocio de Valencia, rodeada de teatros, exclusivos restaurantes, museos, terrazas, etc. La zona cuenta con acceso directo a todos los servicios públicos y de transporte de la ciudad.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",23.0,{'typology': 'flat'},"{'subtitle': 'Sant Francesc, València', 'title': 'Piso'}",False,False,False,False,False,Ciutat Vella,Sant Francesc,,
94124780,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/73/41/998306808.jpg,W-02M1KU,30,1,1500.0,studio,rent,80.0,True,0,1,barrio El Cabanyal-El Canyamelar,València,València,es,39.472459,-0.326069,False,https://www.idealista.com/inmueble/94124780/,"Loft con terraza para corta estancia Corta estancia. Este maravilloso loft situado en la primera planta de una casa típica de El Cabanyal, totalmente rehabilitada en 2019, con una reforma que combina lo rústico y lo moderno, la cual conseguirá que te enamores a primera vista de este hogar tan acogedor. Desde el salón comedor accedemos a la buhardilla y desde ésta a una fantástica terraza de 50 m2. La vivienda dispone de un hermoso tragaluz, que abarca desde el techo al suelo, separa el salón comedor de la cocina, a la par, que aporta una increíble luminosidad. Cuenta con un baño muy moderno, que conserva el suelo hidráulico, muy típico del barrio marinero de El Cabanyal. Está fantásticamente ubicada a 150 metros de la playa. No dude en contactarnos, estaremos encantados de atenderles. El Cabanyal se encuentra al Este del distrito de Poblados Marítimos, es un antiguo barrio marinero que se encuentra a pie de mar, lo que lo hace muy atractivo para disfrutar del verano. Consta de todos los servicios que ofrece una gran ciudad, medios de transporte, negocios de todo tipo, en especial su mercado municipal del Cabanyal donde encontrará el género más fresco de la ciudad, colegios, oferta gastronómica, etc. Es un barrio muy peculiar con mucho encanto, ahora mismo es el barrio de moda para vivir o invertir.",False,good,False,True,,19.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'El Cabanyal-El Canyamelar, València', 'title': 'Estudio'}",False,True,False,False,False,Poblats Marítims,El Cabanyal-El Canyamelar,,
93665550,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/aa/07/998370917.jpg,W-02LNAO,26,4,1400.0,penthouse,rent,82.0,True,1,1,barrio La Seu,València,València,es,39.4730886,-0.3735175,False,https://www.idealista.com/inmueble/93665550/,"Exclusivo ático junto calle de La Paz Esta cómoda y práctica vivienda situada en el centro de la ciudad y a escasos metros del centro histórico y financiero, cuenta con todas las comodidades necesarias para hacer la vida práctica y sencilla. Se distribuye en una sola planta con recibidor, cocina abierta con barra americana, un dormitorio doble muy amplio con armarios empotrados, un baño completo, salón comedor abuhardillado dividido en dos ambientes y una terraza muy tranquila y acogedora. No dude en concertar una visita para conocer esta vivienda. En el centro mismo de la ciudad, en una calle peatonal, encontramos este edificio señorial completamente rehabilitado. Su estratégica situación nos permite estar a pocos minutos paseando en cualquiera de los puntos importantes del Centro Histórico de la ciudad, disfrutar de la vida de sus calles, restaurantes y animadas terrazas. Los Jardines del Turia, a dos minutos paseando, te permitirán disfrutar de agradables recorridos a pie o en bici y de múltiples opciones de cultura y deporte.",False,good,False,True,,17.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'La Seu, València', 'title': 'Ático'}",True,False,False,False,False,Ciutat Vella,La Seu,,
93577106,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/71/3d/998306291.jpg,W-02LKK3,36,2,1250.0,flat,rent,180.0,True,4,3,Centro Puerto,València,Puerto de Sagunto,es,39.6644129,-0.2292335,False,https://www.idealista.com/inmueble/93577106/,"Preciosa vivienda de lujo en Puerto de Sagunto Espectacular piso recién reformado de forma integral y a estrenar, totalmente nuevo e increiblemente equipado con todos los detalles que le harán sentirlo como un hogar de lo más agradable y cómodo. Situado en una segunda planta con ascensor accedemos a la entrada que nos presenta un amplísimo y luminoso salón comedor. Un precioso suelo de grés con dibujo de parquet en tono grisáceo aporta una excepcional calidez a todas las estancias. Una gran cocina con isla nos desvía la atención a través de su llamativa ventana sin marco desde la que se aprecia su sofisticado diseño. Accedemos a ella directamente desde el salón comedor y cautivos por las líneas puras de sus muebles con electrodomésticos a estrenar mimetizados y al final, dispone de una zona de lavandería. De la cocina podemos desplazarnos a través de un largo pasillo a cada una de las cuatro habitaciones de las que dispone la vivienda. Todas ellas cuentan con armarios empotrados de estilo clásico que contrastan a la perfección con el diseño moderno, aire acondicionado por split, radiadores, toma de antena e internet. Un precioso baño de cortesía con ducha y un amplísimo baño con bañera de diseño, dan servicio a tres habitaciones, mientras que la habitación principal dispone de su propio baño en suite. Contacte con nosotros para visitarla, le atenderemos con mucho gusto. En pleno corazón de Puerto de Sagunto, muy cerca de todos los servicios de cuanto pueda necesitar como supermercados, restaurantes, centro de salud, parques y centros de enseñanza de prestigio como el Colegio Mas Camarena, entre otros. A 10 minutos del centro comercial y de la playa, Puerto de Sagunto goza de una excelente comunicación a través de la V-23 y de la A-7, pudiendo estar en el centro de Valencia en tan solo 25 minutos.",False,good,False,True,,7.0,{'typology': 'flat'},"{'subtitle': 'Centro Puerto, Puerto de Sagunto', 'title': 'Piso'}",False,False,False,False,False,Centro Puerto,,,
93496700,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/fe/34/998306200.jpg,W-02LLUJ,52,,6000.0,chalet,rent,280.0,False,5,5,El Dossel,València,Cullera,es,39.1906683,-0.2270455,False,https://www.idealista.com/inmueble/93496700/,"Chalet para corta estancia en Cullera AGOSTO NO DISPONIBLE. Exclusivo chalet con estilo clásico con materiales y complementos de muy buena calidad. Al entrar nos encontramos con unas escaleras que nos dan acceso a una terraza con una mesa y sillas para poder descansar enfrente de la piscina de agua salada la cual se limpia automáticamente una vez al día. Al entrar en la casa tenemos una zona de estar a nuestra derecha con una mesa grande, sofá y televisión. Aquí tenemos acceso a la cocina que está completamente equipada con todos los electrodomésticos. Una habitación con cama de matrimonio con baño en suite y otro pequeño baño justo antes de subir las escaleras que nos llevan al segundo piso. En la segunda planta tenemos tres habitaciones de matrimonio y una con dos camas separadas. Las dos habitaciones externas tienen acceso directo a dos terrazas de 10 m2 cada una. En la misma planta hay dos baños. Al subir las escaleras acedemos al tercer piso donde nos encontramos con una zona abuhardillada y abierta. Tenemos unos sillones y un sofá cama doble. En el mismo piso tenemos otro baño funcional. En la planta baja accedemos al garaje donde se pueden aparcar tres coches muy cómodamente. La propiedad dispone de una zona de barbacoas exterior y una cama elástica para los que quieran entretener a los más pequeños. En toda la casa disponemos de aire acondicionado por conductos que se puede regular particularmente desde todas las habitaciones. PRECIO: Abril 4.000€, Mayo 4.000€, Junio 4.500€, Julio 6.000€, Agosto 6.000€, Septiembre 4.500€, Octubre 3.000€. Llámenos para verlo, estaremos encantados de atenderle. Esta propiedad se encuentra ubicada a unos pocos metros de la playa en una zona tranquila y lejos del ruido de la ciudad. Es perfecta para aquellos que quieren aprovechar de unas vacaciones relajantes e íntimas en unas de las localidades más de moda de la costa valenciana. En la playa de arena fina blanca podemos encontrar un pequeño chiringuito donde disfrutar de un aperitivo frente al mar. Cullera es una localidad mediterránea que dispone de toda clase de servicios para vivir durante todo el año. Ideal para disfrutar de la playa y el sol y de todo tipo de deportes acuáticos, siendo muy popular el windsurf y el kite surf así como la pesca y el buceo. Cullera está situada a unos 35 kilómetros de la ciudad de Valencia. Está conectada tanto por autopista, a través de coche o autobús, o bien por tren, existiendo servicio urbano de autobuses. A pocos metros de esta propiedad podemos encontrar el restaurante ""El Blanco"" donde podemos concedernos el lujo de probar la verdadera paella valenciana y entrar en contacto con la cultura culinaria local. Cullera, de hecho, es muy conocida por sus arroces y sus pescados recién traídos de los pescadores.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",21.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'El Dossel, Cullera', 'title': 'Casa independiente'}",False,False,False,False,False,El Dossel,,"[{'name': 'luxuryType', 'text': 'Lujo'}]",
93394869,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/78/69/998305912.jpg,W-02LJ5O,38,,1500.0,chalet,rent,78.0,False,3,2,barrio El Mercat,València,València,es,39.4740557,-0.3762402,False,https://www.idealista.com/inmueble/93394869/,"Casa junto al Mercado Central corta estancia CORTA ESTANCIA. Original apartamento vertical junto al Mercado Central, integrado en un edificio privado de 5 plantas para alquiler por corta estancia. Se accede a a la vivienda por el portal de este emblemático edificio. Las zonas de día y de noche, se distribuyen a lo alto en las 5 plantas de la manera siguiente comunicado por escalera como si fuera un espacio abierto en alturas. Adecuado para familias o grupos de amigos, máximo 6 personas. La zona de día se distribuye en 3 plantas. La cocina la encontramos entre planta, está totalmente equipada con horno microondas, placas de inducción, lavadora y nevera. En la segunda planta encontramos el salón con acceso a balcón que cuenta con un sofá cama doble. Y la terraza que se encuentra en la quinta planta con una vistas espectaculares a todos los edificios emblemáticos de la ""Ciutat Vella"". La zona de noche está compuesta por dos habitaciones un baño y un aseo. El primer dormitorio se encuentra en primera planta con cama doble a modo de litera y aseo con salida a balcón. El segundo dormitorio se halla en la última planta con acceso a la terraza con vistas. Y el baño con ducha y acceso a balcón está en tercera planta. Cuenta con aire acondicionado (frío / calor) en cada piso, 4 televisores, de los cuales 3 son televisores inteligentes (Netflix, Internet, etc). Esta gran vivienda está situada en un edificio histórico totalmente restaurado, ubicado en el corazón de la ciudad, a solo 50 metros del Mercado Central, justo al lado de la emblemática Lonja de la Seda y cerca de todos los puntos de interés. ubicada en Plaza Doctor Collado en el barrio de El Mercat de Ciutat Vella el distrito número 1 de la ciudad de Valencia (España). solía ser una antigua relojería desde 1900 y su espíritu aún sobrevive gracias al reloj de pared más antiguo de la ciudad, que es de gran interés cultural. El ambiente en la plaza es mágico con sus terrazas, músicos y gente paseando. Es una forma única de pasar sus vacaciones en el centro de Valencia. ¡Las imágenes hablan por sí mismas! El distrito limita al norte con La Zaidía, al este con El Pla del Real, al sudeste con Eixample y al sudoeste con Extramurs. Está compuesto por seis barrios: La Seu, La Xerea, El Carmen, El Pilar (antiguamente Velluters), El Mercat y Sant Francesc. Está delimitado por la muralla del siglo XIV, esto es, las calles de Colón, Játiva y Guillem de Castro, la margen derecha del río Turia desde esta calle hasta la calle de la Justicia, la Puerta del Mar y de nuevo, Colón. El barrio de El Mercat además de su alto interés histórico y cultural cuenta con todos los servicios públicos y privados para disfrutar de una agradable vida urbana; comercios, centros de salud, centros educativos, servicios profesionales y administraciones públicas. La conexión por transporte público o privado con el resto de la ciudad, las playas y el aeropuerto es perfecta.",False,good,False,,,19.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'El Mercat, València', 'title': 'Chalet pareado'}",False,False,False,False,False,Ciutat Vella,El Mercat,,
93173760,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/56/86/998338581.jpg,W-02L8YD,60,,3500.0,chalet,rent,358.0,False,4,3,Corral Nou - Montros - Estepar,València,Náquera,es,39.6496845,-0.4394603,False,https://www.idealista.com/inmueble/93173760/,"Chalet con piscina para Corta Estancia ESTANCIA MÍNIMA DE DOS MESES. Engel & Volkers se complace en ofrecer en exclusiva para corta estancia este chalet independiente en el exclusivo residencial Corral Nou, Náquera, con inmejorables vistas a la montaña y al mar, así como jardín, piscina privada y club social. La propiedad se encuentra completamente acordonada por su amplio patio y jardín, con vistas a las montañas y al mar. La planta principal de la propiedad tiene hall de entrada, salón, comedor, amplia terraza de 35 mts2 con vistas a la montaña y al mar, cocina equipada con todos los electrodomésticos, 4 amplias habitaciones dobles y dos baños. La planta baja cuenta con un enorme salón de juegos y usos múltiples, con salón, mesa de juegos, baño, y varios trasteros, así como una amplia zona de garaje cubierto. Tiene calefacción central y aire acondicionado. Incluye wifi, consumo de servicios y mantenimiento de jardín. El residencial cuenta con un club social con múltiples actividades y canchas deportivas. A tan sólo un par de minutos, también se encuentra un reconocido centro ecuestre de la zona, y caminos para hacer senderismo en la Sierra Calderona. Lo que lo convierte en una lugar ideal para escapar por unos meses de la ciudad, y disfrutar de un entorno natural único al alcance de su mano. Si desea conocer esta propiedad, contáctenos para concertar una visita. Náquera es una población considerada desde siempre el pulmón de valencia. Es una zona concebida para los que busquen naturaleza y tranquilidad en invierno y gran ambiente en verano, para los que deseen desconectar de la ciudad. Está a 30 Km de Valencia y a 20’ de la playa y a escasos 10´del club de golf escorpión. Está próxima a poblaciones con abundantes colegios. La urbanización en la que se encuentra esta vivienda, es de las más tranquilas y más saludables de la población.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",10.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Corral Nou - Montros - Estepar, Náquera', 'title': 'Casa independiente'}",False,False,False,False,False,Corral Nou - Montros - Estepar,,"[{'name': 'villaType', 'text': 'Villa'}, {'name': 'luxuryType', 'text': 'Lujo'}]",
91090589,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/e0/fb/998368091.jpg,W-02JX2I,37,8,2500.0,penthouse,rent,90.0,True,2,1,barrio Sant Francesc,València,València,es,39.4709518,-0.377527,False,https://www.idealista.com/inmueble/91090589/,"Ático Reformado en la Plaza del Ayuntamiento Les presentamos este ático reformado, en edificio señorial, con muy buenas calidades en la Plaza del Ayuntamiento. La vivienda de 90m2 se distribuye en un recibidor con armario empotrado que conecta la cocina americana (completamente equipada) con el salón-comedor. El salón comedor es muy amplio y luminoso ya que da acceso a la terraza. Los dos dormitorios cuentan con armarios empotrados, uno de ellos también con acceso a la terraza, la cual cuenta con las mejores vistas de la Plaza del Ayuntamiento. Ático único gracias a su ubicación y perfecto estado. Ideal si quiere vivir en el mejor lugar de la ciudad y disfrutar de las mejores vistas posibles de la Plaza del Ayuntamiento. Ubicado en la Plaza del Ayuntamiento, centro por excelencia de la ciudad, en el distrito de Ciutat Vella. En el corazón de la ciudad de Valencia, rodeado de zonas monumentales y emblemáticas de la ciudad. En medio de zonas comerciales, financieras, de ocio, teatros, museos y restauración. Acceso directo a los principales servicios públicos y de transporte de la ciudad. No dude en ponerse en contacto con nosotros, estaremos encantados de atenderle.  .",False,good,False,True,,28.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Sant Francesc, València', 'title': 'Ático'}",False,False,False,False,False,Ciutat Vella,Sant Francesc,,
90548861,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/94/11/998307753.jpg,W-02JGV2,48,bj,1400.0,studio,rent,57.0,True,0,1,Benimàmet,València,Benimàmet,es,39.4958865,-0.4272428,False,https://www.idealista.com/inmueble/90548861/,"Espectacular loft con jardín - Corta Estancia Corta estancia. Este bonito loft con acceso independiente y completamente reformado, se encuentra en una típica casa valenciana del siglo XIX. Lo que contrasta con el vanguardista diseño interior donde se ha cuidado hasta el último detalle. Este lugar con capacidad para 5 personas, te invita a disfrutar de la belleza y pasarla en buena compañía. Dispone de dos plantas. En la primera planta nos encontramos con el área social con mucha luz natural y vistas al jardín decorado con exquisito gusto, con diáfano salón con sofá cama, comedor y cocina completa. Su diseño es definitivamente de vanguardia y lleno de contrastes y reliquias antiguas rescatadas en el que el toque de interiorismo salta a la vista. Esta zona también cuenta con chimenea para ofrecer un ambiente acogedor en el invierno. Accedemos a la planta alta por una antigua escalera de caracol increíblemente conservada, que le da carácter único a toda la estancia. Aquí nos encontramos un amplio dormitorio y espacioso baño completo. Esta diáfana planta cuenta con cama matrimonial y dos camas individuales, todos con su ropa de cama y toallas. El loft dispone de aire acondicionado y calefacción. La cocina está completamente equipada con electrodomésticos y menaje. Hay wifi, TV, cafetera, secador de pelo y plancha, así como elementos básicos de baño, y cuna opcional. También dispone de lavadora y secadora en zona común que comparten tan sólo 4 lofts. La zona común es simplemente una invitación a disfrutar y relajarse. Se trata de un amplio jardín rodeado de árboles y cubierto por el hermoso cielo azul valenciano, con amplia área de chillout, hamaca y barbacoa. Dispone de amplio parking al aire libre. Su ubicación es muy estratégica. Se encuentra a 100 metros de la estación de metro, 300 metros de la famosa Feria Internacional de Muestras de Valencia, velódromo e instalaciones deportivas con piscina cubierta, y a 8 minutos del aeropuerto en coche. Fácil acceso a las vías CV-30 y CV-31. Todo esto pone a la disposición llegar a playas, al casco histórico, Ciudad de las Artes de las Ciencias, Oceanografic, Bioparc y demás lugares maravillosos que ofrece esta acogedora ciudad de Valencia. Sus anfitriones estarán disponibles para ofrecer sugerencias y su amable guía. Benimamet es una pedanía localizada al noroeste de la ciudad de Valencia, entre las poblaciones de Burjasot y Paterna. En sus alrededores podéis encontrar supermercados, centro de salud, la famosa Feria de Muestras, parques, instalaciones deportivas con piscina cubierta, velódromo y museo arqueológico.",False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",25.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Benimàmet', 'title': 'Estudio'}",False,False,False,False,False,,,,
90491648,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/6a/2a/998379493.jpg,W-02JGUX,47,,1400.0,studio,rent,50.0,True,0,1,Benimàmet,València,Benimàmet,es,39.4965865,-0.4266428,False,https://www.idealista.com/inmueble/90491648/,"Bonito loft para corta estancia Corta estancia. Este bonito loft con acceso independiente y completamente reformado, se encuentra en una imponente y típica casa valenciana del siglo XIX. Lo que contrasta con el vanguardista diseño interior donde se ha cuidado hasta el último detalle. Este lugar invita a disfrutar de la belleza en pasarla en buena compañía. Dispone de dos plantas. En la primera planta nos encontramos con el área social decorado con exquisito gusto, con diáfano salón con sofá cama y tv, comedor, cocina completa y espacioso baño con ducha. La ausencia de puertas en esta área, incluyendo su baño, genera una sensación de amplitud e intimidad a la vez. Su diseño es definitivamente de vanguardia y lleno de contrastes y reliquias antiguas rescatadas en el que el toque de interiorismo salta a la vista. Esta zona también cuenta con chimenea para ofrecer un ambiente acogedor en el invierno. En la planta alta nos encontramos con dos ambientes compenetrados, con una cama matrimonial y una cama individual, todos con su ropa de cama y toallas. El loft dispone de aire acondicionado y calefacción. La cocina está completamente equipada con electrodomésticos y menaje. Hay wifi, TV, cafetera, secador de pelo y plancha, así como elementos básicos de baño, y cuna opcional. También dispone de lavadora y secadora en zona común que comparten tan sólo 4 lofts. La zona común se trata de un amplio jardín rodeado de árboles y cubierto por el hermoso cielo azul valenciano, con amplia área de chillout, hamaca y barbacoa. Dispone de amplio parking al aire libre. Su ubicación es muy estratégica. Se encuentra a 100 metros de la estación de metro, 300 metros de la famosa Feria Internacional de Muestras de Valencia, velódromo e instalaciones deportivas con piscina cubierta, y a 8 minutos del aeropuerto en coche. Fácil acceso a las vías CV-30 y CV-31. Todo esto pone a la disposición llegar a playas, al casco histórico, Ciudad de las Artes de las Ciencias, Oceanografic, Bioparc y demás lugares maravillosos que ofrece esta acogedora ciudad de Valencia.  Sus anfitriones estarán disponibles para ofrecer sugerencias y su amable guía. Benimamet es una pedanía localizada al noroeste de la ciudad de Valencia, entre las poblaciones de Burjasot y Paterna. En sus alrededores podéis encontrar supermercados, centro de salud, la famosa Feria de Muestras, parques, instalaciones deportivas con piscina cubierta, velódromo y museo arqueológico.",False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",28.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Benimàmet', 'title': 'Estudio'}",False,False,False,False,False,,,,
